food,foodon_iri,foodex_iri,foodex_embed_avail
21070 - processed whole meat products (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542107,A04ND,True
21080 - raw cured (or seasoned) meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542108,A022R,True
21090 - cured seasoned pork meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542109,A022S,True
"21100 - ham, pork (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542110,A022T,True
21110 - tiroler speck (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542111,A022V,True
21120 - bacon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542112,A022X,True
21130 - pancetta (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542113,A022Y,True
"21140 - corned pork, uncooked (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542114,A022Z,True
21150 - cured seasoned bovine meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542115,A023B,True
"21160 - ham, beef (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542116,A023C,True
"21170 - corned beef, uncooked (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542117,A023D,True
21180 - cured seasoned poultry meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542118,A023E,True
"21190 - corned turkey, uncooked (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542119,A023F,True
21200 - other cured meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542120,A04NE,False
21210 - cooked cured (or seasoned) meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542121,A023G,True
21220 - cooked cured (or seasoned) pork meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542122,A023H,True
21230 - spalla cotta (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542123,A023J,True
21240 - porchetta (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542124,A05QH,True
21250 - cooked pork ham (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542125,A023K,True
21260 - cooked pork tongue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542126,A023L,True
"21270 - corned pork meat, cooked (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542127,A023M,True
"21280 - pastrami, pork (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542128,A023N,True
21290 - cooked cured (or seasoned) bovine meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542129,A023P,True
"21300 - pastrami, beef (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542130,A023Q,True
21310 - cooked bovine tongue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542131,A023R,True
"21320 - corned beef, cooked (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542132,A0B9G,True
21330 - cooked cured (or seasoned) poultry meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542133,A023S,True
21340 - cooked turkey meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542134,A023T,True
21350 - corned turkey (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542135,A023V,True
21360 - cooked other poultry meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542136,A023X,True
21370 - cooked cured (or seasoned) ovine meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542137,A023Z,True
"21380 - pastrami, lamb (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542138,A024A,True
21390 - other cooked cured meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542139,A04NF,False
21400 - preserved/processed fat tissues (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542140,A0EYN,True
21410 - cured pork fat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542141,A023A,True
21420 - ciccioli and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542142,A16EL,False
21430 - sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542143,A024F,True
21440 - fresh raw sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542144,A024G,True
21450 - italian-style sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542145,A024H,True
21460 - fresh spiced sausages in casing (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542146,A024J,True
21470 - fresh bulk sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542147,A024K,True
21480 - breakfast-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542148,A024L,True
21490 - chipolata-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542149,A024M,True
21500 - fresh bratwurst (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542150,A024N,True
21510 - preserved or partly preserved sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542151,A0EYP,True
21520 - cured unripened raw sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542152,A024Q,True
21530 - mettwurst-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542153,A024R,True
21540 - teewurst-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542154,A024S,True
21550 - fresh kolbasz (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542155,A024T,True
21560 - cured ripened raw sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542156,A024V,True
21570 - salami-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542157,A024X,True
21580 - italian-type salami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542158,A024Y,True
21590 - hungarian-type salami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542159,A024Z,True
21600 - german salami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542160,A025A,True
21610 - pepperoni/paprika-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542161,A025B,True
21620 - chorizo and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542162,A025C,True
"21630 - linguica, sausage (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542163,A025D,True
21640 - snack sausages (like cabanos and landjäger) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542164,A025E,True
21650 - ripened kolbasz (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542165,A025F,True
21660 - matured charcuterie products for cooking (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542166,A025H,True
21670 - cooked sausages (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542167,A025J,True
21680 - spreadable cooked sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542168,A025K,True
21690 - liver-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542169,A025L,True
21700 - braunschweiger (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542170,A025M,True
21710 - sliceable or firm cooked sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542171,A025N,True
21720 - polish-type cooked sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542172,A025P,True
21730 - mortadella-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542173,A025Q,True
21740 - bologna-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542174,A025R,True
21750 - blood-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542175,A025S,True
21760 - miscellaneous cooked sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542176,A025T,True
21770 - cooked salami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542177,A025V,True
21780 - blood and tongue sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542178,A025Y,True
21790 - head cheese (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542179,A025Z,True
21800 - pre-cooked sausages to be cooked before consumption (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542180,A026A,True
21810 - knackwurst-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542181,A025G,True
21820 - thuringian sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542182,A024P,True
21830 - weisswurst (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542183,A025X,True
21840 - frankfurt-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542184,A026B,True
21850 - frankfurter sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542185,A026C,True
21860 - wiener sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542186,A026D,True
21870 - cooked bratwurst-type sausage (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542187,A026E,True
21880 - beerwurst (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542188,A026F,True
21890 - bockwurst (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542189,A026G,True
21900 - cervelat (swiss type) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542190,A026H,True
21910 - meat specialties (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542191,A026J,True
21920 - meat based spreadable-textured specialities (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542192,A026K,True
21930 - meat spread (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542193,A026L,True
21940 - liver based spreadable-textured specialities (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542194,A026M,True
"21950 - pate, goose liver (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542195,A026P,True
"21960 - pate, chicken liver (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542196,A026Q,True
"21970 - pate, pork liver (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542197,A026R,True
21980 - liver cheese (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542198,A026S,True
21990 - animal meat dried (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542199,A022L,True
22000 - mammals or birds dried meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542200,A04MP,True
"22010 - bovine meat, dried (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542201,A022M,True
"22020 - horse meat, dried (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542202,A022N,True
"22030 - pig meat, dried (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542203,A022P,True
"22040 - turkey meat, dried (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542204,A022Q,True
"22050 - goat meat, dried (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542205,A0F6L,True
22060 - marinated meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542206,A0EYQ,True
22070 - canned-tinned meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542207,A024B,True
22080 - canned meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542208,A024C,True
22090 - luncheon spiced ham-type tinned meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542209,A024D,True
22100 - tinned bulk sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542210,A024E,True
"22110 - fish, seafood, amphibians, reptiles and invertebrates (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542211,A026T,False
22120 - fish (meat) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542212,A026V,True
22130 - freshwater fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542213,A026X,True
"22140 - carps, barbels and other cyprinids (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542214,A0F1C,True
22150 - barbs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542215,A026Y,True
22160 - silver barb (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542216,A0F0Z,True
22170 - freshwater bream - europe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542217,A027B,True
22180 - wuchang bream - china (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542218,A0F1A,True
22190 - carps (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542219,A027C,True
"22200 - carp, common (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542220,A027D,True
22210 - silver carp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542221,A0F8A,True
22220 - bighead carp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542222,A0F8B,True
22230 - black carp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542223,A0F8C,True
"22240 - carp, grass (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542224,A027E,True
22250 - mud carp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542225,A027F,True
"22260 - carp, indian (generic) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542226,A027G,True
22270 - labeo carps (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542227,A027H,True
22280 - labeo calbasu (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542228,A0F8E,True
22290 - roho labeo (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542229,A0F8D,True
22300 - catla (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542230,A0F8F,True
22310 - crucian carp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542231,A0F8G,True
22320 - goldfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542232,A0F8H,True
22330 - weatherfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542233,A0F8J,True
22340 - roaches (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542234,A027Z,True
22350 - tench (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542235,A16GD,False
"22360 - gobies, freshwater (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542236,A027L,True
22370 - tilapias and other cichlids (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542237,A0F8K,True
22380 - tilapias and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542238,A028A,True
22390 - mozambique tilapia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542239,A028B,True
22400 - nile tilapia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542240,A0F8L,True
22410 - blue tilapia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542241,A0F8M,True
22420 - miscellaneous freshwater fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542242,A04RN,True
22430 - catfishes (freshwater) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542243,A027J,True
22440 - channel catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542244,A027K,True
22450 - pangas catfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542245,A0F8N,True
22460 - clarias catfish (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542246,A0F8Q,True
22470 - african catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542247,A0F8P,True
22480 - amur catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542248,A0F8R,True
22490 - chinese longsmout catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542249,A0F8S,True
22500 - yellow catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542250,A0F8T,True
22510 - sorubim catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542251,A0F8V,True
22520 - mandarine fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542252,A0F8X,True
22530 - snakeheads(=murrels) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542253,A0F8Y,True
22540 - snakehead (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542254,A0F8Z,True
22550 - striped snakehead (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542255,A0F9A,True
22560 - indonesian snakehead (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542256,A0F9B,True
22570 - arapaima (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542257,A0F9C,True
22580 - asian swamp eel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542258,A0F9D,True
22590 - characins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542259,A0F9E,True
22600 - cachama (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542260,A0F9F,True
22610 - pirapatinga (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542261,A0F9G,True
22620 - pacu (piaractus mesopotamicus) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542262,A0F9H,True
22630 - gudgeons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542263,A0F9J,True
22640 - marble goby (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542264,A0F9K,True
22650 - pacific fat sleeper (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542265,A0F9L,True
22660 - gourami (asia) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542266,A027M,True
22670 - giant gourami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542267,A0F9N,True
22680 - snakeskin gourami (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542268,A0F9P,True
22690 - climbing perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542269,A0F9M,True
22700 - perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542270,A027N,True
"22710 - perch, american yellow (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542271,A027P,True
"22720 - perch, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542272,A027Q,True
22730 - white crappie (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542273,A027S,True
22740 - silver perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542274,A0F9Q,True
22750 - nile perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542275,A028N,True
22760 - largemouth black bass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542276,A026Z,True
22770 - pike (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542277,A027T,True
22780 - amur pike (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542278,A027V,True
22790 - northern pike (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542279,A027X,True
22800 - pike-perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542280,A027Y,True
"22810 - cod, murray (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542281,A028C,True
"22820 - perch, golden (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542282,A028D,True
22830 - dagaas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542283,A0F9R,True
22840 - african bonytongue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542284,A0F9S,True
"22850 - bluegill sunfish, or bluegill bream (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542285,A027A,True
22860 - diadromous fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542286,A028E,True
"22870 - sturgeons, paddlefishes (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542287,A0F9T,True
22880 - sturgeon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542288,A029E,True
22890 - paddle fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542289,A029P,True
22900 - river eels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542290,A028G,True
"22910 - eel, american (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542291,A028H,True
"22920 - eel, australian (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542292,A028J,True
"22930 - eel, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542293,A028K,True
"22940 - eel, japanese (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542294,A028L,True
"22950 - salmons, trouts, smelts (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542295,A0F2H,True
22960 - salmons (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542296,A0C75,True
22970 - atlantic salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542297,A028P,True
22980 - pacific salmon (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542298,A028Q,True
22990 - cherry salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542299,A028R,True
23000 - chinook salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542300,A028S,True
23010 - chum salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542301,A028T,True
23020 - coho salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542302,A028V,True
23030 - pink salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542303,A028X,True
23040 - sockeye salmon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542304,A028Y,True
23050 - trouts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542305,A029F,True
23060 - brown trout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542306,A029J,True
23070 - cutthroat trout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542307,A029K,True
23080 - rainbow trout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542308,A029N,True
23090 - char (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542309,A029M,True
23100 - lake trout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542310,A029L,True
23110 - brook trout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542311,A029H,True
23120 - arctic char (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542312,A029G,True
23130 - smelt (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542313,A029B,True
"23140 - smelt, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542314,A029C,True
"23150 - smelt, rainbow (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542315,A029D,True
23160 - whitefishes or coregonus (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542316,A029Q,True
23170 - ayu sweetfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542317,A0FAF,True
23180 - pond smelt (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542318,A0FAG,True
23190 - clearhead icefish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542319,A0FAH,True
23200 - shads (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542320,A029A,True
23210 - hilsa shad (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542321,A0FAJ,True
23220 - miscellaneous diadromous fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542322,A04RP,True
23230 - barramundi (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542323,A028F,True
23240 - milkfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542324,A028M,True
"23250 - perch, white (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542325,A027R,True
23260 - river lamprey (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542326,A16GE,False
23270 - marine fish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542327,A029R,True
"23280 - flounders, halibuts, soles (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542328,A02AR,True
23290 - dab or common dab (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542329,A02AS,True
23300 - flounders (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542330,A02AT,True
23310 - witch flounder (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542331,A02AV,True
23320 - yellowtail flounder (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542332,A02AX,True
23330 - halibut (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542333,A02AY,True
"23340 - halibut, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542334,A02AZ,True
"23350 - halibut, greenland (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542335,A02BA,True
"23360 - halibut, pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542336,A02BB,True
23370 - plaice (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542337,A02BC,True
"23380 - plaice, alaska (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542338,A02BD,True
"23390 - plaice, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542339,A02BE,True
23400 - sole (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542340,A02BF,True
23410 - yellowfin sole (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542341,A0FAK,True
23420 - turbot (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542342,A02BG,True
23430 - brill (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542343,A02BH,True
23440 - megrims (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542344,A0FAL,True
"23450 - cods, hakes, haddocks (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542345,A02BT,True
23460 - cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542346,A02BV,True
"23470 - cod, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542347,A02BX,True
"23480 - cod, greenland (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542348,A02BY,True
"23490 - cod, pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542349,A02BZ,True
23500 - haddock (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542350,A02CA,True
23510 - hakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542351,A02CB,True
23520 - ling (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542352,A02CC,True
23530 - tusk (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542353,A02CD,True
"23540 - pollack, pollock (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542354,A02CE,True
23550 - coalfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542355,A02CF,True
23560 - pollack (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542356,A0FAM,True
23570 - whiting (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542357,A02CG,True
23580 - grenadiers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542358,A02CH,True
23590 - norway pout (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542359,A02CJ,True
23600 - blue whitings (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542360,A0FAN,True
23610 - alaska pollock (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542361,A0FAP,True
23620 - miscellaneous coastal marine fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542362,A029S,True
23630 - mullets (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542363,A02AD,True
23640 - threadfins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542364,A0C76,True
"23650 - salmon, threadfin (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542365,A028Z,True
23660 - sea bass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542366,A029T,True
23670 - japanese seabass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542367,A0FAQ,True
23680 - sea bream (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542368,A029V,True
23690 - gilthead seabream (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542369,A0FAR,True
23700 - groupers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542370,A0FAS,True
23710 - snappers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542371,A0FAV,True
23720 - dentex (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542372,A0FAX,True
23730 - weakfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542373,A0FAY,True
23740 - emperors (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542374,A0FAT,True
